time,Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,O2
0.5977,11.364,6.415,28.464,-9.013,-0.050,5.436,5.054,19.605,-3.308,39.165,-0.575,-3.849,-4.993,8.983,-5.942,-31.370,9.949,7.544,5.591
0.6016,9.005,4.085,26.198,-4.724,-1.903,-2.510,12.333,17.856,-2.129,34.914,0.139,-5.901,-8.780,9.475,-13.633,-31.613,5.401,8.524,14.493
0.6055,8.178,-0.170,22.581,0.223,-4.884,-11.159,16.145,12.459,-5.322,29.196,-1.083,-7.663,-13.050,7.296,-15.661,-30.159,3.694,11.102,23.681
0.6094,3.989,-1.224,22.753,0.688,-7.069,-16.635,20.138,8.456,-6.956,20.205,0.866,-9.397,-12.755,4.503,-20.305,-28.018,-0.241,13.972,30.377
0.6133,-0.183,-2.492,25.117,3.688,-6.462,-23.083,21.576,4.753,-8.311,11.559,-1.975,-4.358,-12.887,2.576,-21.933,-20.834,2.651,20.479,33.017
0.6172,-4.193,-8.524,24.977,6.122,-5.287,-26.322,22.194,0.674,-7.383,1.060,-4.287,-1.669,-15.648,3.949,-18.156,-16.863,5.192,22.492,32.103
0.6211,-12.173,-9.949,17.478,8.387,-2.860,-33.278,15.421,-2.515,-9.130,-4.162,-10.422,-1.346,-14.332,4.260,-12.145,-12.062,8.891,26.167,29.623
0.6250,-20.138,-9.612,8.791,9.051,-3.615,-37.821,11.507,-9.056,-9.541,-11.108,-13.762,1.902,-14.530,3.371,-11.789,-10.072,11.042,21.994,28.838
0.6289,-20.624,-7.699,3.948,12.282,-2.017,-38.619,7.878,-13.564,-7.963,-16.116,-14.335,4.307,-9.823,0.438,-5.814,-4.292,9.940,17.906,29.710
0.6328,-21.300,-6.395,-3.549,8.973,-2.665,-40.689,5.653,-23.459,-6.284,-20.898,-11.566,2.988,-8.782,-2.379,-4.737,3.820,9.295,12.001,24.689
0.6367,-19.991,-3.308,-3.765,8.542,-7.747,-37.174,0.232,-29.221,-0.503,-27.575,-8.623,4.557,-6.616,-4.250,1.470,6.894,6.626,6.636,19.600
0.6406,-17.254,-3.631,-3.086,5.722,-8.283,-33.360,-4.862,-38.060,5.295,-29.395,-9.081,8.015,-5.775,-7.078,10.961,8.640,9.985,7.365,15.605
0.6445,-15.639,-3.445,-7.875,2.017,-5.760,-33.733,-10.972,-39.937,9.665,-32.101,-7.671,11.742,-6.575,-6.500,19.443,12.603,9.833,7.395,6.185
0.6484,-14.322,-1.590,-13.288,2.101,0.310,-32.908,-18.160,-40.954,12.913,-27.957,-11.491,16.047,-4.139,-3.067,21.333,13.964,9.996,4.657,2.311
0.6523,-12.688,-1.457,-17.010,-0.505,2.133,-30.603,-22.242,-37.797,12.239,-24.861,-12.418,15.161,-0.638,0.602,23.004,12.030,8.986,1.849,1.124
0.6562,-8.650,1.738,-23.451,-5.506,6.329,-27.305,-27.059,-32.860,18.021,-15.922,-11.776,9.985,5.990,0.593,19.403,10.921,7.350,-1.485,-1.297
0.6602,-4.699,1.821,-25.986,-12.509,5.741,-20.266,-30.748,-31.435,20.342,-9.245,-9.520,8.184,10.576,1.139,17.967,8.910,6.907,-2.302,-4.635
0.6641,-3.543,4.469,-27.667,-19.555,4.979,-13.657,-33.636,-26.411,27.686,-1.699,-7.832,3.326,15.232,-1.412,18.556,1.820,7.725,-0.552,-7.082
0.6680,-0.618,3.733,-28.535,-28.079,2.758,-6.109,-35.972,-25.452,30.711,5.195,-2.397,-0.252,19.514,-1.322,18.311,-0.363,7.312,-0.134,-9.423
0.6719,2.289,1.405,-31.148,-32.101,4.261,2.934,-33.994,-19.995,29.983,9.899,1.048,-3.872,18.488,-3.273,12.958,-6.146,9.470,1.096,-7.614
0.6758,6.443,-2.907,-26.846,-30.160,4.627,5.800,-25.490,-8.962,28.634,10.359,4.169,-8.477,23.425,-1.243,7.865,-7.299,5.060,1.697,-6.507
0.6797,9.265,-2.695,-19.511,-27.576,5.862,10.091,-17.289,6.290,24.534,14.343,9.668,-12.529,23.693,-4.221,-1.364,-9.933,5.927,2.672,-7.726
0.6836,6.912,-2.465,-13.300,-25.616,5.476,14.451,-8.446,12.587,18.907,12.986,12.849,-14.723,24.617,-0.783,-9.178,-11.407,2.205,6.417,-11.506
0.6875,0.457,-5.817,-4.697,-21.140,5.013,14.898,-0.665,20.709,13.329,13.713,13.144,-20.466,24.161,-1.547,-19.327,-12.422,3.173,7.492,-10.603
0.6914,-2.942,-7.122,-2.138,-18.305,4.956,17.601,7.653,20.125,7.397,8.926,13.584,-25.842,20.864,-1.848,-24.624,-11.673,4.006,9.905,-8.362
0.6953,-6.143,-12.277,5.198,-15.216,5.453,18.980,14.087,19.434,3.871,9.236,10.461,-26.688,15.489,-0.886,-27.330,-8.538,-3.149,13.661,-3.684
0.6992,-11.708,-16.318,7.501,-7.060,3.594,19.243,21.179,21.292,-3.564,8.927,10.355,-26.555,12.159,-3.574,-28.406,-5.524,-7.786,17.065,2.022
0.7031,-11.956,-20.133,14.456,1.765,5.722,18.211,27.390,22.396,-9.527,4.491,11.931,-25.997,6.411,-5.932,-29.308,-4.625,-16.278,18.541,3.087
0.7070,-17.097,-20.151,21.411,6.817,2.615,13.585,30.121,20.783,-14.402,3.320,10.735,-23.846,4.532,-5.190,-24.089,0.139,-20.485,18.886,0.019
0.7109,-19.452,-20.893,23.675,16.100,0.945,11.915,34.448,20.519,-20.516,-5.838,8.658,-18.845,1.968,-6.359,-21.521,-0.375,-23.916,16.729,-4.782
0.7148,-20.327,-19.737,22.879,21.201,-0.919,12.323,38.818,14.375,-26.535,-10.445,10.435,-15.886,-4.325,-3.898,-11.950,-0.762,-27.586,15.103,-10.580
0.7188,-20.055,-19.243,23.714,23.334,-0.924,12.705,40.463,13.227,-32.971,-17.245,10.738,-11.049,-8.742,-0.258,-9.540,-4.017,-28.431,11.558,-11.187
0.7227,-20.641,-17.002,22.119,28.177,0.975,13.935,38.899,10.534,-39.364,-23.747,12.215,-4.763,-14.186,1.107,-4.568,-1.184,-33.067,8.280,-11.504
0.7266,-14.044,-12.815,18.993,33.443,5.022,11.429,33.807,7.732,-39.887,-24.299,11.209,0.169,-15.750,1.895,-1.291,1.706,-36.558,6.087,-13.893
0.7305,-10.092,-9.146,16.766,36.772,4.020,12.073,27.019,1.440,-36.243,-25.290,11.889,3.700,-18.192,2.755,5.910,2.828,-36.091,6.571,-15.822
0.7344,-7.589,-7.414,11.772,39.531,3.019,8.941,18.894,-7.085,-28.780,-26.905,12.095,3.604,-18.655,1.686,11.301,3.561,-31.077,2.681,-23.703
0.7383,-6.173,-3.527,4.584,37.218,4.887,7.958,10.989,-13.538,-25.589,-27.232,11.893,9.060,-16.547,1.165,17.520,1.771,-24.290,-1.074,-24.259
0.7422,-6.167,0.966,-3.044,32.758,2.685,6.022,1.965,-17.866,-18.783,-27.174,9.629,10.535,-17.300,3.401,23.098,1.692,-21.932,-3.328,-27.579
0.7461,-4.292,2.011,-7.879,26.498,4.164,5.878,-7.061,-17.651,-14.033,-27.848,7.228,14.158,-19.682,3.623,24.382,-2.694,-17.840,-5.329,-25.200
0.7500,-2.463,6.224,-10.629,16.040,4.765,4.267,-13.851,-18.211,-9.123,-20.365,7.158,18.660,-20.976,7.499,23.747,-5.306,-15.096,-1.336,-28.217
0.7539,2.103,6.629,-10.286,7.162,0.661,5.894,-22.534,-17.145,-6.744,-14.497,9.184,23.561,-18.239,7.300,24.553,-5.376,-5.866,1.880,-29.981
0.7578,5.023,12.298,-9.899,-3.378,-1.175,5.476,-27.487,-12.629,-2.261,-5.523,5.181,24.246,-17.726,7.608,22.098,-8.879,2.718,3.712,-35.819
0.7617,7.444,12.228,-10.851,-8.657,0.807,4.701,-35.937,-9.632,5.318,1.016,-0.449,20.763,-14.906,8.475,19.378,-7.011,10.901,3.013,-35.799
0.7656,12.473,14.477,-11.244,-14.608,0.544,5.273,-39.867,-5.997,10.571,12.183,-1.658,16.319,-11.649,7.027,10.722,-9.012,16.748,5.328,-29.989
0.7695,12.655,12.485,-13.481,-22.368,2.828,6.846,-39.758,3.296,17.043,20.554,-5.794,10.163,-7.961,8.526,1.650,-9.354,18.655,4.804,-21.899
0.7734,10.566,12.821,-12.970,-30.291,2.134,5.451,-36.933,10.767,17.654,27.145,-4.635,2.587,-2.748,7.789,-5.026,-14.045,20.327,10.448,-17.135
0.7773,5.015,7.989,-11.671,-33.957,-1.842,5.754,-34.848,18.539,20.268,31.334,-6.188,-1.304,-1.706,3.598,-7.027,-16.905,22.636,15.246,-11.602
0.7812,0.638,5.962,-5.838,-35.689,-4.835,4.511,-29.500,24.454,16.558,32.577,-7.942,-1.825,3.296,2.043,-8.376,-18.588,26.413,21.172,-2.170
0.7852,0.066,7.424,-4.040,-38.579,-12.203,4.562,-23.809,27.859,7.676,33.177,-12.215,-4.957,2.978,1.097,-12.199,-17.431,29.546,26.254,2.731
0.7891,0.120,2.871,2.160,-36.228,-18.043,5.102,-14.963,32.825,-0.846,34.322,-14.306,-8.480,5.257,2.402,-15.515,-11.825,28.964,26.729,10.623
0.7930,4.734,1.787,9.182,-36.268,-16.599,1.995,-8.380,34.968,-4.162,33.633,-15.656,-13.044,5.209,5.857,-21.950,-5.434,26.702,23.910,21.366
0.7969,8.998,-5.350,14.830,-33.126,-12.299,-2.517,4.040,36.705,-10.565,36.852,-17.297,-13.766,4.153,9.484,-25.790,3.824,21.871,19.332,23.951
0.8008,8.802,-8.544,18.036,-27.976,-6.707,-8.015,11.977,38.822,-10.300,35.108,-19.028,-21.051,2.640,12.314,-24.759,9.198,19.255,19.752,25.792
0.8047,6.977,-12.379,18.902,-22.758,-5.431,-11.610,17.593,37.836,-10.848,33.077,-19.505,-22.204,7.375,9.405,-21.772,14.073,17.011,19.407,26.069
0.8086,3.951,-15.383,19.825,-13.890,-4.244,-13.570,21.854,32.518,-14.083,26.107,-15.630,-22.988,9.811,3.630,-19.689,19.230,11.754,14.818,25.854
0.8125,4.049,-11.653,17.181,-4.734,-3.186,-16.280,24.186,24.863,-21.498,18.765,-15.194,-18.766,14.613,1.623,-11.246,20.601,2.555,10.127,31.398
0.8164,1.715,-8.679,17.696,-0.673,-0.796,-19.462,28.751,16.679,-23.083,11.446,-14.776,-16.126,14.612,-2.035,-6.102,22.055,-7.211,1.089,32.767
0.8203,7.121,-9.612,16.652,7.982,2.403,-21.085,34.963,10.461,-25.373,2.623,-10.714,-13.935,11.914,-1.619,4.833,23.834,-12.589,-8.759,31.723
0.8242,9.056,-13.712,18.278,12.358,6.761,-25.952,38.702,-1.897,-25.494,-2.606,-8.222,-9.095,8.217,-1.809,15.521,21.791,-15.964,-19.683,27.532
0.8281,10.510,-13.276,16.248,20.166,14.835,-26.984,34.452,-11.577,-20.934,-6.844,-1.768,-6.286,6.094,-1.061,26.399,22.917,-20.484,-26.817,23.868
0.8320,11.689,-14.254,8.528,26.701,15.213,-28.238,28.446,-21.924,-18.253,-10.994,-1.787,-1.404,7.288,-4.308,32.546,20.161,-20.112,-28.545,24.506
0.8359,9.441,-9.361,-0.388,28.047,18.015,-23.287,21.025,-28.762,-15.302,-13.885,0.918,-2.641,8.494,-6.047,38.874,18.324,-22.696,-32.634,25.731
0.8398,12.979,-7.688,-6.856,29.419,17.637,-15.934,15.483,-39.806,-9.166,-14.483,2.105,0.267,15.235,-5.682,44.097,15.133,-24.797,-37.995,21.437
0.8438,10.899,-6.360,-11.659,26.658,15.163,-9.444,9.507,-46.048,-2.593,-15.208,4.010,0.116,17.307,-4.979,48.175,7.334,-23.414,-42.179,18.507
0.8477,10.300,-6.855,-12.289,22.201,16.226,-3.120,3.071,-48.025,4.360,-14.162,4.495,1.641,16.710,-4.191,50.114,1.210,-18.859,-43.279,12.171
0.8516,8.271,-10.196,-16.211,15.368,17.883,-0.641,1.724,-46.249,9.650,-14.551,7.928,3.192,15.609,-3.899,53.441,-5.975,-14.122,-41.513,5.346
0.8555,6.299,-7.148,-22.785,11.745,17.148,1.498,-3.023,-44.416,15.335,-10.337,6.381,3.950,16.736,-1.862,54.306,-11.679,-6.178,-35.297,4.350
0.8594,0.153,-7.408,-24.820,4.064,14.821,-0.572,-8.113,-39.077,20.082,-5.424,3.752,7.885,20.181,-2.642,49.152,-18.267,3.288,-28.397,5.385
0.8633,-2.206,-4.277,-26.465,-0.875,7.732,-0.211,-14.033,-33.024,26.303,-3.586,0.101,6.359,25.357,-5.413,40.179,-20.126,12.924,-17.437,3.804
0.8672,-4.118,-1.497,-25.670,-6.146,3.376,3.084,-14.685,-28.932,25.558,2.728,-3.994,5.029,26.774,-9.125,33.181,-19.122,20.442,-8.998,4.025
0.8711,-11.388,-1.574,-20.868,-13.832,-0.436,3.477,-17.461,-22.995,27.142,6.621,-8.577,0.779,28.578,-8.417,27.358,-19.270,25.608,-0.330,6.817
0.8750,-14.650,-0.509,-20.710,-17.556,-4.467,6.500,-18.849,-13.594,23.430,7.058,-8.040,-2.802,30.754,-9.204,19.778,-20.373,29.205,5.338,2.990
0.8789,-21.033,1.341,-18.357,-20.588,-10.391,7.027,-23.862,-3.092,18.026,5.419,-11.675,-8.091,30.510,-12.638,8.540,-16.686,33.443,12.665,3.063
0.8828,-22.832,2.111,-20.141,-21.808,-11.730,9.302,-19.726,8.906,16.501,2.378,-11.892,-7.041,30.489,-12.729,3.169,-14.372,36.545,19.683,5.132
0.8867,-25.232,5.238,-18.631,-23.893,-11.115,4.132,-13.379,19.507,10.708,0.062,-11.815,-8.896,31.886,-11.234,-4.487,-9.525,34.313,26.394,4.227
0.8906,-25.947,8.334,-10.801,-21.171,-11.590,-0.534,-4.745,29.704,6.074,-2.124,-17.147,-8.905,31.988,-8.837,-10.319,-2.984,32.425,33.592,-0.409
0.8945,-29.233,8.078,-4.733,-21.578,-10.833,-7.408,1.333,35.951,-2.854,-6.145,-23.937,-7.456,29.378,-10.253,-13.516,4.874,30.099,37.942,-3.189
0.8984,-29.766,5.534,-1.363,-17.715,-9.021,-10.427,5.377,41.313,-8.806,-5.231,-30.565,-10.720,21.837,-7.295,-10.906,16.551,23.496,39.131,-6.399
0.9023,-27.020,6.221,2.672,-13.448,-9.612,-9.127,8.143,46.671,-15.228,-8.177,-30.436,-11.354,18.533,-9.534,-13.141,25.079,17.413,35.868,-6.954
0.9062,-26.931,10.236,4.317,-8.374,-6.479,-8.562,7.361,47.389,-18.750,-10.579,-28.965,-10.283,14.963,-9.303,-12.146,36.267,4.652,29.051,-5.323
0.9102,-20.772,11.936,7.415,-2.981,-6.550,-6.547,9.971,45.354,-20.901,-13.515,-24.105,-10.308,14.962,-14.779,-12.065,45.295,-5.310,26.011,-7.612
0.9141,-10.902,12.375,11.958,0.373,-2.590,-9.401,13.951,39.991,-25.372,-17.882,-20.419,-9.556,13.718,-16.218,-10.859,46.908,-16.077,23.509,-11.470
0.9180,-6.962,9.885,17.461,4.737,0.492,-9.455,15.470,35.603,-25.153,-20.157,-17.513,-7.038,8.322,-14.048,-8.148,44.367,-24.339,18.166,-18.233
0.9219,-1.296,6.604,20.306,9.499,3.967,-11.605,13.483,28.234,-27.238,-23.636,-13.194,-3.611,3.505,-13.405,-5.625,38.711,-34.191,14.471,-22.259
0.9258,0.109,4.719,20.014,13.223,5.365,-8.435,6.964,26.325,-28.400,-26.392,-8.436,-1.343,-2.774,-14.010,-2.353,35.748,-42.800,4.077,-21.994
0.9297,-0.973,4.323,15.884,19.213,3.898,-4.409,4.401,18.779,-23.764,-24.621,-4.118,0.629,-7.953,-11.322,-2.498,31.009,-53.082,-4.096,-20.215
0.9336,1.903,5.068,16.000,23.854,2.102,-0.131,-0.153,9.242,-19.585,-25.271,4.311,5.024,-12.835,-8.446,-2.386,27.108,-55.007,-12.181,-17.968
0.9375,2.687,7.091,12.894,24.331,-2.827,5.818,-1.666,0.128,-10.148,-22.130,14.124,5.640,-15.294,-4.128,2.076,19.932,-55.259,-18.298,-14.918
0.9414,6.549,3.525,11.381,25.279,-3.494,9.228,1.599,-11.392,-2.187,-16.915,16.126,11.058,-16.277,-3.174,3.519,8.030,-54.425,-18.418,-12.834
0.9453,9.364,2.227,7.993,23.260,-1.612,11.319,-0.605,-22.564,3.317,-9.361,22.174,12.311,-23.716,-0.965,1.628,-1.242,-51.231,-16.701,-10.236
0.9492,8.317,3.361,2.772,18.927,1.150,13.628,-5.525,-29.447,6.650,-3.320,23.858,18.246,-28.347,-2.487,-0.401,-15.665,-48.167,-19.598,-3.446
0.9531,11.406,2.643,-4.526,15.553,-0.228,17.115,-9.753,-33.207,9.377,0.732,27.367,19.703,-28.645,-5.148,-6.894,-26.250,-40.411,-21.091,4.462
0.9570,9.733,-0.212,-9.550,10.282,-5.122,17.737,-11.220,-35.479,10.770,8.190,28.290,22.485,-27.269,-2.803,-11.857,-30.447,-28.479,-20.425,12.553
0.9609,6.085,-2.963,-10.611,5.651,-12.509,19.456,-12.217,-35.790,16.983,16.429,31.376,24.923,-24.181,-2.591,-16.095,-36.817,-14.310,-16.891,15.451
0.9648,4.774,-5.388,-8.859,-0.659,-20.535,17.537,-12.560,-27.223,19.545,23.446,30.573,20.284,-18.536,-2.514,-19.259,-43.328,-0.572,-14.612,15.669
0.9688,-2.381,-5.526,-6.724,-3.734,-22.583,21.570,-13.718,-22.817,19.814,28.767,30.260,19.209,-15.376,-0.133,-25.221,-44.518,11.505,-8.747,20.467
0.9727,-3.025,-3.479,-7.022,-7.804,-22.943,21.987,-13.244,-12.253,21.173,35.134,23.630,16.953,-13.515,3.299,-30.324,-44.376,20.992,-2.709,23.189
0.9766,-3.628,-1.697,-5.584,-14.237,-18.899,22.064,-11.361,-8.757,14.506,38.507,20.331,14.942,-13.655,2.725,-32.471,-39.231,32.355,4.428,24.241
0.9805,-0.038,-5.118,-6.880,-16.031,-17.166,19.722,-6.200,-4.519,9.398,44.045,20.085,11.321,-12.872,1.998,-37.414,-32.866,40.033,6.182,24.640
0.9844,1.344,-7.721,-1.061,-18.945,-15.130,14.367,1.631,-1.606,0.349,41.823,17.318,4.847,-12.510,0.899,-37.255,-26.340,44.925,5.477,20.318
0.9883,5.956,-9.763,5.157,-22.010,-9.630,8.349,10.692,5.397,-6.791,39.104,15.860,0.976,-5.933,-0.777,-37.835,-18.800,47.665,4.098,16.539
0.9922,6.317,-7.439,8.284,-20.448,-6.385,3.214,17.909,14.289,-12.338,34.939,13.959,-4.317,-2.882,0.280,-37.840,-13.060,49.094,3.305,13.402
0.9961,8.352,-0.153,10.785,-15.230,-1.706,1.797,19.545,19.964,-16.222,28.233,9.367,-7.750,2.744,-3.086,-35.352,-1.218,43.480,-1.075,11.019
1.0000,15.441,3.188,11.790,-9.969,2.217,-3.977,16.850,24.262,-20.113,23.584,8.506,-14.971,7.248,-5.933,-36.860,6.132,41.706,-4.501,6.528
1.0039,19.344,5.874,11.916,-4.559,3.710,-8.446,20.092,30.240,-19.465,19.553,4.882,-17.913,7.956,-7.968,-30.129,15.384,37.440,-10.485,1.669
1.0078,28.045,4.018,12.205,-0.231,6.518,-10.710,18.901,27.854,-22.168,17.241,4.484,-18.870,10.403,-12.453,-23.158,24.241,28.686,-17.104,-5.831
1.0117,31.175,-2.098,14.775,0.034,12.018,-14.524,18.585,29.480,-23.966,12.499,1.021,-16.774,11.634,-13.648,-11.151,25.248,18.984,-22.839,-13.704
1.0156,36.487,0.843,14.493,7.021,14.189,-19.071,18.041,23.971,-25.598,5.261,0.345,-18.126,14.110,-14.559,-0.793,24.200,2.895,-26.561,-17.729
1.0195,36.200,4.513,12.434,13.379,22.537,-19.051,14.022,21.464,-25.335,-1.891,0.578,-17.701,12.292,-13.124,7.394,24.780,-7.663,-30.495,-16.751
1.0234,39.141,6.965,7.696,20.266,27.947,-18.189,14.197,15.120,-23.316,-11.226,3.490,-17.500,13.816,-14.365,12.097,20.478,-21.450,-32.693,-19.237
1.0273,39.971,6.575,5.284,25.412,32.967,-15.330,11.607,5.909,-15.225,-17.196,4.756,-16.310,11.150,-12.785,19.651,17.605,-25.429,-31.617,-17.563
1.0312,38.118,4.472,7.516,25.131,34.812,-12.023,10.356,-1.250,-6.668,-21.660,6.897,-19.376,12.572,-12.650,23.999,13.462,-34.394,-31.895,-15.878
1.0352,35.096,-1.634,6.085,26.049,32.975,-11.455,8.231,-7.233,1.709,-22.306,7.680,-19.448,11.237,-14.226,29.773,6.068,-36.478,-31.950,-12.720
1.0391,26.325,-1.831,7.968,23.850,27.487,-6.596,2.384,-15.104,13.666,-24.262,5.991,-21.426,8.334,-12.863,32.476,-1.298,-41.936,-33.612,-9.928
1.0430,15.848,-0.888,5.798,22.086,19.004,-2.133,-4.963,-18.702,22.291,-20.534,0.524,-19.866,2.884,-14.152,31.638,-10.568,-45.865,-34.461,0.287
1.0469,7.566,-0.426,2.280,28.697,15.871,5.168,-11.945,-21.114,28.495,-15.948,0.213,-20.152,0.596,-12.307,30.293,-14.890,-43.569,-32.448,7.152
1.0508,-0.312,-2.139,-2.232,30.052,9.432,7.642,-14.954,-25.988,35.640,-13.534,-1.029,-20.830,-4.630,-11.136,30.311,-14.596,-38.634,-30.298,12.862
1.0547,-9.043,-6.952,-6.099,30.667,7.468,12.522,-14.122,-29.891,40.066,-10.339,-1.370,-14.745,-9.837,-7.091,32.636,-15.383,-30.582,-23.285,14.885
1.0586,-16.022,-7.522,-3.367,28.146,3.013,13.711,-14.252,-28.633,38.576,-6.418,-1.474,-12.884,-8.195,-6.882,31.506,-18.360,-22.758,-19.944,17.390
1.0625,-24.434,-9.220,-2.611,22.740,-0.659,12.037,-16.248,-28.766,36.335,-4.904,-5.660,-12.393,-7.784,-6.376,27.472,-25.666,-10.325,-10.011,19.245
1.0664,-28.834,-6.532,-1.932,16.457,-8.104,9.564,-22.428,-23.937,35.324,-0.775,-12.231,-11.891,-10.875,-0.283,21.034,-26.971,-1.615,-3.557,19.996
1.0703,-29.515,-1.727,-3.731,14.375,-13.926,6.209,-22.804,-23.024,34.645,3.971,-11.272,-10.827,-10.494,3.553,11.826,-24.828,13.426,3.105,26.859
1.0742,-31.653,-1.968,-7.204,10.982,-20.606,3.825,-20.543,-22.514,27.677,10.894,-13.139,-10.351,-10.530,5.966,2.092,-22.052,25.297,8.803,28.619
1.0781,-31.984,-0.755,-11.158,6.891,-29.591,4.145,-16.273,-20.461,23.609,16.168,-9.725,-4.297,-11.988,10.954,-2.295,-16.551,34.382,14.774,29.269
1.0820,-29.967,-2.565,-13.634,1.018,-31.132,1.054,-9.721,-14.223,14.479,15.914,-9.618,-2.133,-10.651,11.640,-1.491,-7.623,41.394,17.224,28.796
1.0859,-33.278,2.573,-16.241,-4.003,-29.321,-1.618,-3.239,-8.533,8.253,10.965,-7.550,-0.423,-8.140,11.609,-3.530,-4.763,45.788,20.880,22.571
1.0898,-32.112,8.265,-14.492,-7.946,-26.378,-5.254,-3.520,2.038,0.208,6.711,-6.816,0.704,-7.907,15.202,-1.673,0.923,48.802,16.995,17.347
1.0938,-27.364,11.364,-18.732,-6.619,-20.806,-13.778,0.991,9.423,-6.758,0.553,-9.093,1.513,-5.890,13.908,-2.722,9.744,49.828,18.113,10.354
1.0977,-18.263,15.494,-21.662,-4.908,-15.887,-19.864,2.924,17.940,-11.958,1.662,-7.417,2.443,-4.179,12.577,-0.722,15.930,45.395,14.655,1.527
1.1016,-7.818,13.512,-25.883,-1.889,-13.761,-24.104,4.111,22.831,-14.770,-0.584,-3.849,5.818,-4.383,15.554,-4.603,24.804,41.930,10.981,-12.242
1.1055,3.771,11.231,-26.535,-4.156,-15.458,-23.345,5.748,30.762,-20.409,-1.118,-6.326,9.693,1.317,11.920,-5.395,29.475,36.196,7.198,-21.755
1.1094,12.168,9.427,-26.107,-6.868,-14.645,-26.213,8.183,33.425,-23.726,-2.299,-5.094,14.007,2.666,8.535,-7.421,34.782,24.012,5.661,-25.529
1.1133,20.775,11.764,-25.934,-8.265,-10.983,-26.029,8.123,33.327,-23.002,-8.291,-3.477,14.889,4.046,6.982,-8.754,34.343,10.317,0.889,-30.315
1.1172,23.206,13.921,-27.731,-10.720,-9.404,-27.179,8.523,31.626,-23.906,-12.208,3.457,17.590,3.715,2.808,-5.226,35.910,1.821,-2.292,-37.381
1.1211,29.140,9.724,-29.568,-8.601,-4.931,-28.219,12.775,28.518,-21.593,-15.005,9.778,19.248,6.089,2.378,-1.011,31.254,-11.726,-7.336,-40.522
1.1250,32.439,10.070,-32.445,-4.133,0.666,-21.145,11.745,26.052,-17.148,-20.845,16.565,19.600,7.387,-1.914,3.528,27.080,-19.268,-10.002,-41.947
1.1289,36.844,2.767,-32.733,-3.046,1.284,-14.611,12.688,19.894,-12.870,-22.208,19.795,23.194,7.598,-2.427,4.770,20.016,-27.853,-14.014,-40.932
1.1328,34.550,-1.614,-29.582,-6.160,-0.320,-6.995,10.824,17.499,-8.860,-22.168,19.486,25.023,12.881,-4.795,1.763,12.015,-37.483,-13.530,-33.238
1.1367,32.250,-3.048,-22.064,-9.024,-4.471,-0.388,5.093,13.986,-1.002,-18.671,21.625,30.462,12.049,-7.722,-0.509,4.466,-41.398,-11.512,-27.684
1.1406,25.714,-10.468,-16.533,-12.772,-7.125,9.787,1.552,6.516,10.065,-15.468,20.749,31.511,7.175,-11.017,-5.131,-5.346,-42.467,-9.222,-21.071
1.1445,18.785,-14.984,-9.680,-13.728,-12.645,14.414,0.650,0.801,17.464,-7.873,19.589,31.161,0.967,-7.687,-7.174,-12.860,-40.641,-5.115,-13.297
1.1484,9.887,-21.437,-5.685,-10.361,-16.919,22.691,-1.337,-1.777,23.709,-3.586,19.797,28.856,-3.208,-5.120,-8.527,-15.818,-37.205,-0.364,-4.913
1.1523,0.962,-24.168,-2.255,-11.971,-21.129,28.883,0.142,-10.116,27.608,1.491,20.057,26.940,-4.837,0.618,-7.814,-24.028,-31.517,5.496,6.423
1.1562,-7.368,-25.230,1.548,-12.332,-24.256,33.382,-0.360,-14.100,26.444,6.485,17.901,24.927,-5.204,5.514,-13.735,-27.300,-26.167,9.813,16.533
1.1602,-20.699,-25.114,4.777,-9.167,-28.833,33.328,-1.041,-21.585,26.938,14.239,15.278,24.779,-6.435,7.469,-17.210,-33.911,-16.275,15.983,27.899
1.1641,-28.502,-27.759,5.660,-9.054,-27.424,28.536,-4.740,-19.787,26.411,21.032,14.884,25.130,-7.631,6.983,-17.186,-35.566,-8.774,18.683,36.054
1.1680,-33.457,-25.649,11.140,-7.948,-26.506,26.186,-4.012,-21.248,25.455,26.094,13.190,26.080,-12.016,5.953,-19.035,-32.286,5.953,24.235,42.051
1.1719,-36.326,-21.244,19.075,-4.712,-24.915,28.429,-4.073,-19.013,22.892,33.030,15.530,25.431,-14.659,5.612,-21.297,-28.726,18.365,25.229,45.966
1.1758,-38.977,-18.078,22.976,-1.471,-19.673,24.840,-6.872,-16.005,22.551,35.346,13.481,25.947,-14.064,8.352,-20.733,-21.462,26.553,27.972,47.301
1.1797,-37.217,-12.005,23.032,1.825,-19.100,22.386,-8.199,-14.000,19.221,37.060,11.509,18.465,-9.396,10.546,-19.539,-19.667,35.517,25.719,44.103
1.1836,-32.864,-4.505,24.020,4.644,-16.585,19.289,-8.237,-11.986,14.819,31.413,9.604,14.452,-5.464,12.756,-22.233,-18.609,42.521,27.095,43.216
1.1875,-25.945,-2.654,18.332,4.769,-11.203,10.012,-4.133,-4.115,9.195,28.815,5.914,8.601,-6.919,15.890,-24.415,-15.078,44.142,26.264,38.408
1.1914,-17.322,-1.669,15.899,3.840,-6.888,2.298,-1.254,1.214,5.877,23.716,6.585,4.584,-7.899,15.752,-19.923,-9.580,47.659,26.265,32.538
